MAE,RMSE,MAPE,model,random_state,dataset,target,n_rows,n_features,run
551.4017359077469,759.0576478054763,1.7181489807962542,RandomForest,11,voter-16,throughput,1954,16,12
2321.131332520779,2598.4900143854215,7.39407799728885,LinearRegression,12,voter-16,throughput,1954,16,13
524.8466261563009,693.6019020440684,1.6644848279439324,RandomForest,12,voter-16,throughput,1954,16,13
2384.8059440763213,2666.276942598865,7.535184671851354,LinearRegression,13,voter-16,throughput,1954,16,14
514.0958518448621,673.2601815924647,1.6055608622250344,RandomForest,13,voter-16,throughput,1954,16,14
2368.225492468908,2620.001071104622,7.562929697825874,LinearRegression,14,voter-16,throughput,1954,16,15
545.8077917263801,733.4079105868606,1.7064232512894832,RandomForest,14,voter-16,throughput,1954,16,15
2346.128899737533,2604.6027149213146,7.591072874381825,LinearRegression,15,voter-16,throughput,1954,16,16
548.8664917754706,768.1702592184398,1.7078477939728336,RandomForest,15,voter-16,throughput,1954,16,16
2382.285086257102,2639.779759261322,7.545003043866629,LinearRegression,16,voter-16,throughput,1954,16,17
582.9833239148513,793.8050887886023,1.795351447342125,RandomForest,16,voter-16,throughput,1954,16,17
2340.4676168723545,2589.233420583313,7.349454486564714,LinearRegression,17,voter-16,throughput,1954,16,18
580.4574305592254,777.3795941892391,1.7723365125901935,RandomForest,17,voter-16,throughput,1954,16,18
2416.681206915455,2688.992953580473,7.608153975262236,LinearRegression,18,voter-16,throughput,1954,16,19
538.671785702395,718.9485676173827,1.6621608628895754,RandomForest,18,voter-16,throughput,1954,16,19
2370.88804991206,2611.7087112745935,7.467571960036051,LinearRegression,19,voter-16,throughput,1954,16,20
544.4307177760579,745.9233192081235,1.6784470172804327,RandomForest,19,voter-16,throughput,1954,16,20
2450.740842154612,2730.902115165517,7.658692112934993,LinearRegression,20,voter-16,throughput,1954,16,21
564.3742440521612,771.9697972366405,1.7310086629918948,RandomForest,20,voter-16,throughput,1954,16,21
2381.7673845814375,2644.1415586396274,7.650274045971322,LinearRegression,21,voter-16,throughput,1954,16,22
564.7662733942867,785.4393146739761,1.7776423727042394,RandomForest,21,voter-16,throughput,1954,16,22
2338.1922742876677,2604.6068492068816,7.296244726786924,LinearRegression,22,voter-16,throughput,1954,16,23
562.5909475815109,760.2988354370207,1.7461440526938679,RandomForest,22,voter-16,throughput,1954,16,23
2426.605997055003,2679.42308305117,7.546756420259881,LinearRegression,23,voter-16,throughput,1954,16,24
545.56250775659,715.456029527945,1.6718606051181684,RandomForest,23,voter-16,throughput,1954,16,24
2405.0658439133053,2664.183962780878,7.619640655941858,LinearRegression,24,voter-16,throughput,1954,16,25
574.1559759548718,799.1791656060484,1.7633624509814982,RandomForest,24,voter-16,throughput,1954,16,25
2399.1446723349804,2664.020222510135,7.524075999002605,LinearRegression,25,voter-16,throughput,1954,16,26
590.5276890276365,787.7900349257213,1.799443005326944,RandomForest,25,voter-16,throughput,1954,16,26
2381.2652556184944,2634.5523192735777,7.473965963989299,LinearRegression,26,voter-16,throughput,1954,16,27
541.9041047001269,723.4807864098253,1.6729728848781062,RandomForest,26,voter-16,throughput,1954,16,27
2432.7919883555933,2746.341419331577,7.635760914343952,LinearRegression,27,voter-16,throughput,1954,16,28
597.8023629166404,820.6461201630351,1.819299412662421,RandomForest,27,voter-16,throughput,1954,16,28
2408.8623847666704,2668.795946843347,7.772222088202913,LinearRegression,28,voter-16,throughput,1954,16,29
600.4779821002566,818.0695445730532,1.858559973279524,RandomForest,28,voter-16,throughput,1954,16,29
2313.679497484857,2567.007171146476,7.439861649441763,LinearRegression,29,voter-16,throughput,1954,16,30
547.4111121265131,736.6246645732743,1.7174478895793384,RandomForest,29,voter-16,throughput,1954,16,30
1280.085449602333,1549.6557059169606,9.234089491710918,LinearRegression,0,ycsb-2400,throughput,1954,16,1
563.5217847261721,708.804709095629,4.049076834242918,RandomForest,0,ycsb-2400,throughput,1954,16,1
1273.2974938253874,1541.3028042376727,9.22773709222056,LinearRegression,1,ycsb-2400,throughput,1954,16,2
572.6964686636751,733.1852901606641,4.095734939541925,RandomForest,1,ycsb-2400,throughput,1954,16,2
1258.839285054549,1563.4133326188162,8.936322835767966,LinearRegression,2,ycsb-2400,throughput,1954,16,3
589.7360910117835,756.1294047790265,4.17232070994527,RandomForest,2,ycsb-2400,throughput,1954,16,3
1273.8249520922343,1611.2984608840363,8.845125759979915,LinearRegression,3,ycsb-2400,throughput,1954,16,4
560.0384728460568,721.3738877578703,3.938302358001506,RandomForest,3,ycsb-2400,throughput,1954,16,4
1324.23150383162,1671.5817048596905,9.117662600392562,LinearRegression,4,ycsb-2400,throughput,1954,16,5
584.9959130393523,740.9019868302573,4.110953312125373,RandomForest,4,ycsb-2400,throughput,1954,16,5
1286.2365012600746,1577.0753470492782,9.161991219954784,LinearRegression,5,ycsb-2400,throughput,1954,16,6
595.2723320560021,755.2591573363796,4.234988388398513,RandomForest,5,ycsb-2400,throughput,1954,16,6
1301.0336742371785,1569.9176741851493,9.403312359861355,LinearRegression,6,ycsb-2400,throughput,1954,16,7
577.0034630037973,733.8585236086135,4.156646826725609,RandomForest,6,ycsb-2400,throughput,1954,16,7
1269.1463030283387,1555.3850745773268,9.19356126661577,LinearRegression,7,ycsb-2400,throughput,1954,16,8
580.8381136396019,749.774767347773,4.185429574876723,RandomForest,7,ycsb-2400,throughput,1954,16,8
1228.2818210907958,1532.5188090756192,8.673658070871703,LinearRegression,8,ycsb-2400,throughput,1954,16,9
562.4034569460624,708.1324082160802,4.040031999922569,RandomForest,8,ycsb-2400,throughput,1954,16,9
1294.1496500875653,1605.0555753098963,8.985676662851333,LinearRegression,9,ycsb-2400,throughput,1954,16,10
582.6074213105475,729.4782700334873,4.087788038375233,RandomForest,9,ycsb-2400,throughput,1954,16,10
